,City,Nation,Venue,Venue Latitude,Venue Longitude,Venue Category,Population,URL,Latitude,Longitude
0,Chongqing,China,The Harp Irish Pub,29.565115630591066,106.57531007277498,Bar,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
1,Chongqing,China,Hyatt Regency Chongqing (重庆富力凯悦酒店),29.58303244366521,106.5322284846699,Hotel,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
2,Chongqing,China,一棵树,29.548329855385663,106.59814044163673,Scenic Lookout,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
3,Chongqing,China,The Cactus,29.565164461302665,106.57534747545412,Mexican Restaurant,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
4,Chongqing,China,重庆国泰艺术中心 Cathay Pacific Art Centre,29.563591376276445,106.57442125733272,Public Art,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
5,Chongqing,China,Paulaner Brauhaus,29.538571009014728,106.55779131991112,German Restaurant,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
6,Chongqing,China,Starbucks (星巴克),29.562669407200715,106.5756456981415,Coffee Shop,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
7,Chongqing,China,Paradise Walk (北城天街),29.580204410130907,106.52929405754765,Shopping Mall,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
8,Chongqing,China,TT酒吧,29.557010575552585,106.5714040828079,Nightclub,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
9,Chongqing,China,观音桥步行街,29.577044476164808,106.52865539348856,Plaza,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
10,Chongqing,China,龙湖•时代天街,29.53761629312646,106.50828819743897,Shopping Mall,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
11,Chongqing,China,Blue Frog (蓝蛙),29.580209,106.528782,American Restaurant,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
12,Chongqing,China,Hongyadong (洪崖洞),29.564941572775037,106.5747419365107,Shopping Mall,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
13,Chongqing,China,万达广场,29.52806963037891,106.56443238258362,Shopping Mall,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
14,Chongqing,China,KFC (肯德基),29.71996111934223,106.63536071777344,Fast Food Restaurant,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
15,Chongqing,China,Apple Jiefangbei (Apple 解放碑),29.560853657843573,106.57234221696854,Electronics Store,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
16,Chongqing,China,Star Light 68 Plaza | 星光68广场,29.580975838628696,106.52782110549504,Shopping Mall,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
17,Chongqing,China,日月光中心广场,29.556547663385697,106.56853079795837,Shopping Mall,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
18,Chongqing,China,星光时代广场,29.52622795758728,106.56690381759437,Shopping Mall,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
19,Chongqing,China,Ikea 宜家家居,29.634672653786094,106.56391879166925,Furniture / Home Store,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
20,Chongqing,China,Apple Paradise Walk Chongqing (Apple 重庆北城天街),29.5809963385395,106.52974605560301,Electronics Store,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
21,Chongqing,China,Apple MixC Chongqing (Apple 重庆万象城),29.518981877291825,106.51448965072632,Electronics Store,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
22,Chongqing,China,IMIX Park (大融城),29.578159019272935,106.52872443815907,Department Store,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
23,Chongqing,China,重庆新天地,29.55601628208022,106.50526205249683,Shopping Mall,30751600,https://en.wikipedia.org/wiki/Chongqing,29.558333333333,106.56666666667
24,Shanghai,China,Shanghai Grand Theater (上海大剧院),31.231029885841885,121.46726251773205,Theater,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
25,Shanghai,China,World of Disney Store (迪士尼世界商店),31.141870625224644,121.65811555852548,Souvenir Shop,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
26,Shanghai,China,Goodfellas,31.234878303167246,121.48672985761824,Italian Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
27,Shanghai,China,Lost Heaven Yunnan Restaurant (花马天堂云南餐厅),31.23471124611373,121.4863109609542,Yunnan Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
28,Shanghai,China,The Cannery,31.220453521383558,121.42380748460529,Lounge,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
29,Shanghai,China,Speak Low (彼楼),31.216871548241592,121.46127676004897,Speakeasy,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
30,Shanghai,China,Din Tai Fung (鼎泰丰),31.220995689347884,121.47087846126338,Dumpling Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
31,Shanghai,China,The Union Trading Co.,31.213539564808297,121.44968493563377,Cocktail Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
32,Shanghai,China,The Bund (外滩),31.23931586181669,121.48606538772583,Waterfront,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
33,Shanghai,China,Vue Bar,31.246909317874692,121.48831941781857,Hotel Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
34,Shanghai,China,Green Massage,31.223859363202603,121.47287345947018,Massage Studio,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
35,Shanghai,China,The Nest,31.242822606328705,121.48311557043023,Lounge,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
36,Shanghai,China,Cinema Palace (百丽宫影城),31.217828560923955,121.4530803668136,Multiplex,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
37,Shanghai,China,Hai Di Lao (海底捞火锅),31.23790233926051,121.46945552648276,Hotpot Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
38,Shanghai,China,Mr & Mrs Bund - Modern Eatery by Paul Pairet,31.240449900451456,121.4856198339283,French Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
39,Shanghai,China,Senator Saloon,31.21488220560235,121.44252765619291,Whisky Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
40,Shanghai,China,Pudong Riverside Promenade,31.237745841571595,121.4921631747552,Scenic Lookout,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
41,Shanghai,China,Mercato,31.236374417637105,121.48650645387544,Italian Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
42,Shanghai,China,Xindalu (新大陆),31.24729624254251,121.48876422210046,Chinese Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
43,Shanghai,China,Hakkasan,31.240435648293435,121.48553691298822,Chinese Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
44,Shanghai,China,Shanghai Tower Observation Deck,31.23566203190841,121.50121075069241,Scenic Lookout,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
45,Shanghai,China,Barbarian,31.231893039586485,121.43809595432296,Bar,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
46,Shanghai,China,Homeslice,31.225189143225247,121.46109282451019,Pizza Place,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
47,Shanghai,China,Pasha (帕夏土耳其餐厅),31.21932486430248,121.45909851249206,Turkish Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
48,Shanghai,China,The Commune Social,31.237736529817873,121.44632639736558,Tapas Restaurant,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
49,Shanghai,China,Xuhui Riverside Park (徐汇滨江公园),31.185819895002822,121.46088587911764,Park,24256800,https://en.wikipedia.org/wiki/Shanghai,31.228611111111,121.47472222222
